rok;miesiac;pow;dzielnica;lpokoi;pietro;rokBudowy;Cena;CenaM2;stan
2008;12;48;Bialoleka;2;1;2007;305000;6354;do wykonczenia
2008;12;49;Wola;2;2;2008;395000;8061;do wykonczenia
2008;12;53;Bialoleka;2;3;2001;370000;6981;dobry
2008;12;54;Bielany;3;14;1978;380000;7037;dobry
2008;12;56;Bemowo;3;2;2003;512000;9142;bardzo dobry
2008;12;57;Srodmiescie;2;4;1939;520000;9122;bardzo dobry
2008;12;59;Bialoleka;2;3;2008;479600;8128;bardzo dobry
2008;12;68;Mokotow;3;6;2001;1045000;15367;bardzo dobry
2008;12;71;Bialoleka;3;2;2008;525000;7394;do remontu
2008;12;78;Ursynow;3;3;2001;640000;8205;dobry
2008;12;80;Praga Poludnie;3;3;1932;400000;5000;bardzo dobry
2008;12;97;Mokotow;3;5;2007;1340000;13814;do wykonczenia
2008;12;100;Bialoleka;4;3;2001;487000;4870;do wykonczenia
2008;12;100;Srodmiescie;3;3;2007;1350000;13500;bardzo dobry
2008;12;140;Mokotow;4;8;2006;1350000;9642;bardzo dobry
2008;12;220;Zoliborz;9;1;1928;2770000;12590;dobry
2009;1;31;Bielany;1;4;1980;242000;7806;dobry
2009;1;32;Srodmiescie;1;2;1960;335000;10468;dobry
2009;1;33,8;Bialoleka;1;1;2005;216000;6390;do remontu
2009;1;36,4;Ursynow;1;6;2004;345000;9478;bardzo dobry
2009;1;37;Praga Poludnie;2;3;1978;330000;8918;bardzo dobry
2009;1;38;Zoliborz;2;6;1966;295000;7763;dobry
2009;1;38;Zoliborz;2;4;1962;330000;8684;dobry
2009;1;38;Ochota;2;1;2002;370000;9736;bardzo dobry
2009;1;39;Srodmiescie;2;9;1970;343000;8794;dobry
2009;1;43;Srodmiescie;2;2;1970;360000;8372;do remontu
2007;10;56;Mokotow;2;2;1992;530000;9464;dobry
2009;1;47;Praga Polnoc;2;3;2003;288000;6127;bardzo dobry
2009;1;48;Ursynow;2;1;2002;460000;9583;dobry
2009;1;49;Ochota;2;3;1952;510000;10408;bardzo dobry
2009;1;49,9;Bemowo;3;8;1973;330000;6613;dobry
2009;1;50;Mokotow;3;1;1951;462500;9250;dobry
2009;1;52;Bialoleka;2;3;2006;374000;7192;bardzo dobry
2009;1;60;Bemowo;3;1;1989;325000;5416;do remontu
2009;1;70;Wola;3;7;2002;675000;9642;dobry
2009;1;72,7;Ursynow;3;5;2003;787500;10832;dobry
2009;1;76;Ursus;3;1;2006;550000;7236;bardzo dobry
2009;1;77;Zoliborz;3;2;1988;600000;7792;bardzo dobry
2009;1;87;Srodmiescie;5;1;1930;1350000;15517;do remontu
2009;1;92;Ursynow;3;3;2003;862000;9369;bardzo dobry
2009;1;96;Bemowo;4;10;1969;543000;5656;dobry
2009;1;108,3;Ursynow;4;3;2001;925000;8541;dobry
2009;1;140;Ursynow;4;1;2002;1420000;10142;bardzo dobry
2009;2;29,62;Praga Poludnie;1;4;1927;170000;5739;dobry
2009;2;32;Zoliborz;1;4;1936;250000;7812;do remontu
2009;2;36;Wola;2;2;1964;260000;7222;do remontu
2009;2;37;Praga Poludnie;2;9;1970;270000;7297;do remontu
2009;2;37,5;Wola;2;9;1969;324000;8640;dobry
2009;2;37,91;Targowek;2;1;2005;290000;7649;bardzo dobry
2009;2;41;Zoliborz;2;8;1974;275000;6707;dobry
2009;2;45;Wola;2;6;1968;320000;7111;dobry
2009;2;45;Srodmiescie;2;4;1950;495000;11000;dobry
2009;2;46;Praga Polnoc;2;3;1953;260000;5652;do remontu
2009;2;46;Praga Poludnie;3;7;1970;320000;6956;dobry
2009;2;48;Bialoleka;2;3;2001;295000;6145;bardzo dobry
2009;2;49;Zabki;2;1;2003;358000;7306;bardzo dobry
2009;2;53;Pruszkow;2;2;1936;216000;4075;dobry
2009;2;64;Mokotow;3;7;1993;400000;6250;dobry
2009;2;71;Wola;3;3;1960;447000;6295;do wykonczenia
2009;2;71,69;Wilanow;3;4;2008;525000;7323;bardzo dobry
2009;2;74,2;Ursynow;4;2;1987;550000;7412;bardzo dobry
2009;2;117,9;Ursynow;4;2;2001;970000;8227;bardzo dobry
2009;2;135;Ursynow;4;1;2001;1300000;9629;bardzo dobry
2009;3;36;Mokotow;1;7;2003;360000;10000;bardzo dobry
2009;3;36;Ochota;2;6;1957;305000;8472;dobry
2009;3;37;Praga Poludnie;2;5;2001;293000;7918;dobry
2009;3;39;Praga Poludnie;2;9;1970;300000;7692;bardzo dobry
2009;3;39;Praga Poludnie;2;10;2003;363000;9307;bardzo dobry
2009;3;41;Bielany;2;10;1978;300000;7317;bardzo dobry
2009;3;45;Praga Poludnie;3;10;1970;330000;7333;dobry
2007;10;65;Mokotow;3;5;1993;480000;7385;dobry
2009;3;45;Bielany;2;5;1948;338000;7511;dobry
2009;3;46;Praga Poludnie;2;10;1978;280000;6086;do remontu
2009;3;46;Mokotow;2;16;2008;455000;9891;do wykonczenia
2009;3;49;Srodmiescie;2;5;1959;585000;11938;bardzo dobry
2009;3;50;Bielany;3;10;1975;350000;7000;dobry
2009;3;50;Srodmiescie;2;5;1932;600000;12000;dobry
2009;3;50;Srodmiescie;2;5;1960;460000;9200;bardzo dobry
2009;3;51;Rembertow;2;3;2005;360000;7058;bardzo dobry
2009;3;53;Mokotow;2;4;1936;500000;9433;do remontu
2009;3;53;Srodmiescie;1;4;1938;320000;6037;dobry
2009;3;53;Grodzisk Mazowiecki;3;1;1992;288000;5433;dobry
2008;9;56;Mokotow;2;2;1992;530000;9464;dobry
2009;3;55;Ursynow;2;4;2002;530000;9636;bardzo dobry
2009;3;57;Mokotow;3;15;1978;382000;6701;dobry
2009;3;57;Wola;2;15;2005;640000;11228;bardzo dobry
2009;3;60;Bemowo;3;11;1983;370000;6166;do remontu
2008;9;51;Mokotow;2;2;2002;650000;12745;bardzo dobry
2009;3;69;Ursynow;3;10;1982;420000;6086;dobry
2009;3;69;Bialoleka;3;3;2001;450000;6521;bardzo dobry
2009;3;70;Mokotow;2;4;1938;560000;8000;dobry
2009;3;74;Ursynow;3;8;2006;721500;9750;bardzo dobry
2009;3;78;Targowek;3;2;1999;580000;7435;dobry
2009;3;79;Srodmiescie;3;3;1950;1350000;17088;bardzo dobry
2009;3;94;Mokotow;2;3;2001;795000;8457;bardzo dobry
2009;3;122;Srodmiescie;4;4;1932;1330000;10901;do remontu
2009;3;169;Srodmiescie;6;6;2002;1145000;6775;bardzo dobry
2009;4;31;Ursynow;1;3;1998;320000;10322;bardzo dobry
2009;4;31;Mokotow;1;7;1995;190000;6129;dobry
2009;4;32;Srodmiescie;2;2;1920;605000;18906;bardzo dobry
2009;4;32;Bialoleka;1;6;1988;190000;5937;do remontu
2009;4;33;Srodmiescie;1;1;2007;400000;12121;bardzo dobry
2009;4;35;Srodmiescie;2;4;1967;268000;7657;do remontu
2009;4;36;Ochota;2;2;1975;270000;7500;dobry
2009;4;38;Wola;2;1;1962;269000;7078;dobry
2009;4;39;Praga Poludnie;2;5;2008;345000;8846;bardzo dobry
2008;2;160;Mokotow;4;4;2002;2550000;15938;dobry
2009;4;42;Bielany;2;8;1973;330000;7857;dobry
2009;4;43;Praga Poludnie;2;15;1980;287000;6674;dobry
2009;4;43;Bielany;2;10;1974;284000;6604;dobry
2009;4;45;Bialoleka;2;3;2000;300000;6666;dobry
2009;4;45;Ursynow;2;8;2000;388000;8622;bardzo dobry
2009;4;46;Bielany;2;5;1970;320000;6956;dobry
2009;4;48;Bialoleka;2;2;2000;360000;7500;bardzo dobry
2009;4;50;Srodmiescie;2;3;1950;550000;11000;bardzo dobry
2009;4;50;Srodmiescie;2;3;1946;626000;12520;dobry
2009;4;52;Ursynow;2;9;1999;490000;9423;dobry
2009;4;52;Ursynow;2;3;1998;490000;9423;dobry
2009;4;52;Zoliborz;2;4;2002;500000;9615;bardzo dobry
2009;4;62;Ursynow;2;4;2000;525000;8467;do remontu
2009;4;63;Srodmiescie;3;8;1982;365000;5793;do remontu
2009;4;68;Ursynow;3;4;2002;710000;10441;bardzo dobry
2009;4;77;Bemowo;3;1;2007;600000;7792;do wykonczenia
2009;4;78;Mokotow;3;6;2004;865000;11089;bardzo dobry
2009;4;81;Praga Poludnie;3;4;2000;740000;9135;bardzo dobry
2009;4;83;Srodmiescie;3;6;1962;900000;10843;do remontu
2009;4;93;Wola;4;5;2007;905775;9739;do wykonczenia
2009;4;98;Ursynow;3;6;2005;825000;8418;bardzo dobry
2009;4;100;Bialoleka;4;3;2004;699000;6990;bardzo dobry
2009;5;19;Wola;1;3;1968;192000;10105;do remontu
2009;5;20;Ochota;1;3;1950;200000;10000;dobry
2009;5;24;Srodmiescie;1;5;1975;220000;9166;do remontu
2008;5;193;Srodmiescie;6;5;1921;2600000;13471;bardzo dobry
2008;2;67;Mokotow;4;1;1976;515000;7675;dobry
2009;5;28;Mokotow;1;3;1968;275000;9821;bardzo dobry
2009;5;29;Targowek;1;3;1996;260000;8965;bardzo dobry
2008;5;41;Wola;2;2;1950;410000;10000;dobry
2009;5;31;Mokotow;1;5;1975;240000;7741;bardzo dobry
2009;5;31;Mokotow;1;10;1975;240000;7741;dobry
2009;5;32;Srodmiescie;1;9;2006;412600;12893;bardzo dobry
2009;5;37;Srodmiescie;1;6;1955;287500;7770;do remontu
2009;5;38;Bielany;2;4;1976;274000;7210;do remontu
2009;5;38;Zoliborz;2;1;1968;305000;8026;do remontu
2009;5;39;Bemowo;2;3;2003;370000;9487;dobry
2009;5;40;Mokotow;3;5;1950;425000;10625;bardzo dobry
2009;5;46;Targowek;2;2;1975;255000;5543;dobry
2009;5;48;Ursynow;2;4;1980;344000;7166;dobry
2009;5;48;Bielany;2;3;1953;398000;8291;dobry
2009;5;52;Ursynow;2;6;2001;407500;7836;dobry
2009;5;54;Bielany;2;2;1938;369000;6833;bardzo dobry
2009;5;54;Mokotow;2;3;1979;325000;6018;dobry
2008;4;37;Srodmiescie;2;2;1952;310000;8378;do remontu
2009;5;58;Ursynow;3;2;1983;375000;6465;do remontu
2009;5;59;Praga Poludnie;3;3;1979;360000;6101;do remontu
2009;5;63;Wilanow;2;4;2006;500000;7936;do wykonczenia
2008;5;40;Srodmiescie;1;4;1950;320000;8000;dobry
2009;5;66;Mokotow;3;2;1975;470000;7121;dobry
2009;5;70;Bielany;3;2;1980;463000;6614;dobry
2008;7;33;Wola;1;2;1956;243000;7363;do remontu
2008;10;47;Srodmiescie;2;2;1956;420000;8936;bardzo dobry
2007;7;20;Wola;1;2;1955;220000;10742;do remontu
2009;5;74;Srodmiescie;3;2;1925;675000;9121;dobry
2009;5;78;Srodmiescie;3;3;1999;750000;9615;bardzo dobry
2009;5;80;Ursynow;3;1;1997;712200;8902;bardzo dobry
2009;5;81;Bemowo;2;5;2007;780000;9629;bardzo dobry
2009;5;83;Wlochy;4;3;2001;575000;6927;bardzo dobry
2009;5;97;Wilanow;4;4;2008;700000;7216;do wykonczenia
2009;5;122;Ursynow;5;3;2007;1100000;9016;bardzo dobry
2009;5;141;Srodmiescie;4;8;2007;1198000;8496;do wykonczenia
2009;6;24;Bielany;1;3;1966;166000;6916;do remontu
2009;6;27;Bielany;1;10;1975;238000;8814;dobry
2009;6;27;Wola;1;5;1970;238000;8814;bardzo dobry
2009;6;27;Srodmiescie;1;4;1980;190000;7037;dobry
2009;6;30;Zoliborz;1;12;1968;210000;7000;dobry
2009;6;35;Praga Poludnie;2;4;1959;310000;8857;dobry
2009;6;37;Praga Polnoc;2;6;1952;259200;7005;dobry
2009;6;38;Wilanow;1;2;2009;299000;7868;bardzo dobry
2009;6;41;Bielany;2;1;1959;370000;9024;bardzo dobry
2009;6;42;Ursynow;2;1;1978;310000;7380;dobry
2009;6;43;Ursynow;2;7;2001;352000;8186;dobry
2009;6;44;Bialoleka;2;4;1999;290000;6590;bardzo dobry
2009;6;44;Praga Poludnie;2;11;1988;319000;7250;bardzo dobry
2009;6;46;Mokotow;2;10;1978;307000;6673;dobry
2008;9;23;Srodmiescie;1;4;1952;225000;9783;dobry
2009;6;47;Praga Poludnie;3;8;1967;315000;6702;dobry
2009;6;48;Praga Poludnie;3;2;1970;300000;6250;do remontu
2009;6;51;Bemowo;2;3;1995;295000;5784;do remontu
2009;6;51;Rembertow;2;4;2004;345000;6764;bardzo dobry
2009;6;53;Ursynow;2;3;2004;500000;9433;bardzo dobry
2009;6;61;Targowek;3;5;1979;352000;5770;bardzo dobry
2009;6;63;Srodmiescie;2;6;1920;445000;7063;do remontu
2009;6;64;Mokotow;3;4;1970;455000;7109;bardzo dobry
2009;7;29;Srodmiescie;1;4;1954;180000;6206;dobry
2009;7;31;Bemowo;2;3;1985;240000;7741;dobry
2009;7;33;Zoliborz;1;2;1956;340000;10303;bardzo dobry
2009;7;34;Srodmiescie;1;1;1970;370000;10882;dobry
2009;7;35;Srodmiescie;1;2;1953;355000;10142;do remontu
2009;7;36;Wola;2;4;1965;309000;8583;do remontu
2009;7;46;Mokotow;2;2;1980;308000;6695;dobry
2009;7;46;Bemowo;2;8;1970;310000;6739;bardzo dobry
2009;7;47;Praga Poludnie;3;8;1967;315000;6702;dobry
2009;5;54;Bemowo;2;2;1999;435000;8055;bardzo dobry
2007;10;34;Zabki;1;4;2003;265000;7681;bardzo dobry
2009;7;49;Bielany;3;3;1969;320000;6530;do remontu
2009;7;50;Bemowo;2;1;1976;305000;6100;bardzo dobry
2009;7;52;Wilanow;2;2;1978;340000;6538;dobry
2009;7;55;Srodmiescie;2;3;1957;440000;8000;do remontu
2009;7;56;Mokotow;3;1;1975;356000;6357;dobry
2009;7;58;Ursynow;3;3;1986;400000;6896;do remontu
2009;7;60;Bemowo;3;2;1982;390000;6500;bardzo dobry
2007;6;19;Ochota;1;1;1968;205000;10354;dobry
2007;6;22;Mokotow;1;1;1965;210000;9309;dobry
2007;6;27;Srodmiescie;1;5;1960;315000;11492;dobry
2007;6;27;Mokotow;1;1;1972;190000;7037;do remontu
2007;6;31;Srodmiescie;1;6;1958;350000;11290;dobry
2007;6;31;Mokotow;1;7;1975;261000;8419;dobry
2007;6;31;Wola;1;1;1999;230000;7419;do remontu
2007;6;32;Targowek;1;4;1983;210000;6552;do remontu
2007;6;33;Srodmiescie;1;1;1954;285000;8636;do remontu
2007;6;33;Srodmiescie;1;3;2007;340000;10303;deweloperski
2007;6;33;Bialoleka;1;3;2003;270000;8182;bardzo dobry
2007;6;33;Ursynow;1;1;2001;325000;9673;dobry
2007;6;35;Targowek;1;5;1978;239000;6829;do remontu
2007;6;36;Bemowo;2;1;1970;275000;7639;dobry
2007;6;37;Ochota;2;4;1969;350000;9459;dobry
2007;6;38;Srodmiescie;1;4;1952;363000;9553;dobry
2007;6;38;Praga Poludnie;2;2;1968;284000;7474;dobry
2007;6;38;Wola;2;5;1975;320000;8421;bardzo dobry
2007;6;39;Wola;2;6;1970;325000;8333;dobry
2007;6;41;Ursus;2;1;2000;329000;8024;dobry
2007;6;41;Wlochy;2;2;2002;385000;9390;bardzo dobry
2007;6;42;Zoliborz;2;7;1998;326000;7762;do remontu
2007;6;43;Ochota;2;1;1955;323000;7512;do remontu
2007;6;44;Srodmiescie;2;4;1967;417000;9477;dobry
2007;6;44;Zoliborz;2;6;1965;405000;9205;dobry
2007;6;45;Bielany;2;5;1983;373000;8289;bardzo dobry
2008;2;33;Bemowo;1;3;2002;291000;8818;dobry
2007;6;46;Praga Poludnie;2;3;1974;332000;7217;bardzo dobry
2007;6;46;Mokotow;2;4;1950;415000;8925;dobry
2007;6;46;Mokotow;3;4;1979;425000;9120;dobry
2007;6;48;Praga Poludnie;3;8;1960;450000;9375;dobry
2007;6;48;Bemowo;2;4;2003;490000;10208;bardzo dobry
2007;6;49;Ochota;2;10;1975;405000;8265;dobry
2007;6;49;Bialoleka;2;4;2006;330000;6673;bardzo dobry
2007;6;49;Zoliborz;2;10;1980;360000;7258;dobry
2007;6;52;Srodmiescie;3;4;1953;470000;9038;dobry
2007;6;52;Mokotow;3;3;1995;383000;7365;bardzo dobry
2007;6;54;Bemowo;2;4;1985;383000;7093;dobry
2007;6;57;Srodmiescie;3;1;1911;620000;10877;dobry
2008;2;85;Bemowo;3;1;2005;920000;10824;bardzo dobry
2007;6;60;Wola;2;1;1994;528000;8800;dobry
2007;6;64;Bialoleka;3;1;2003;430000;6719;bardzo dobry
2007;6;66;Praga Poludnie;3;5;2005;650000;9848;bardzo dobry
2007;6;69;Bemowo;3;3;2002;637000;9232;dobry
2007;6;71;Srodmiescie;2;5;2003;890000;12535;do remontu
2008;9;45,1;Bemowo;2;3;2000;425000;9423;bardzo dobry
2007;6;72;Praga Poludnie;3;14;1985;435000;6042;bardzo dobry
2007;6;73;Ochota;3;2;2004;735000;10068;bardzo dobry
2007;6;81;Srodmiescie;3;1;1948;1750000;21605;do remontu
2007;6;86;Bemowo;4;3;2005;700000;8140;dobry
2007;6;89;Ursus;3;2;1938;495000;5562;dobry
2009;5;70;Bemowo;3;2;2008;514000;7342;do wykonczenia
2007;6;110;Praga Poludnie;4;4;1993;707000;6427;dobry
2007;6;117;Srodmiescie;3;2;1912;1350000;11538;dobry
2007;6;45;Bemowo;2;2;2007;410000;9111;deweloperski
2007;6;130;Mokotow;3;4;2000;1420000;10923;bardzo dobry
2007;6;147;Srodmiescie;3;10;1999;1700000;11565;bardzo dobry
2007;6;160;Mokotow;4;5;2003;1660000;10375;bardzo dobry
2008;4;83;Zoliborz;5;2;1985;868000;10458;dobry
2007;7;20;Srodmiescie;1;3;2000;230000;11500;bardzo dobry
2007;7;23;Srodmiescie;1;1;2000;260000;11304;bardzo dobry
2007;7;24;Ochota;1;3;1975;240000;10000;bardzo dobry
2007;7;25;Praga Polnoc;1;3;1970;180000;7200;do remontu
2007;7;25;Mokotow;1;2;1960;257000;10280;dobry
2007;7;28;Zoliborz;1;2;1968;250000;8772;bardzo dobry
2007;7;29;Zoliborz;1;3;2000;250000;8621;do remontu
2007;7;30;Praga Polnoc;1;2;2000;255000;8500;bardzo dobry
2007;7;31;Kabaty;2;1;2002;290000;9355;dobry
2007;7;31;Bemowo;1;3;2005;290000;9355;dobry
2007;7;31;Zoliborz;2;1;1984;285000;9135;dobry
2007;7;31;Wola;1;1;1955;230000;7372;do remontu
2007;7;32;Mokotow;1;3;1991;264000;8219;dobry
2007;7;34;Zoliborz;2;3;1934;335000;9724;do remontu
2007;7;35;Srodmiescie;1;3;1954;355000;10091;bardzo dobry
2007;7;35;Bielany;2;2;1965;299000;8543;dobry
2007;7;36;Ochota;1;3;1908;360000;9809;do remontu
2007;7;36;Praga Poludnie;2;2;1965;264000;7333;do remontu
2008;5;83;Zoliborz;5;2;1985;868000;10457;dobry
2007;7;37;Ursynow;2;7;2007;409000;11054;dobry
2007;7;37;Praga Polnoc;2;3;1975;260000;6860;do remontu
2007;7;38;Ursynow;2;3;2001;372000;9612;bardzo dobry
2007;7;38;Zoliborz;2;2;1964;377000;9921;do remontu
2007;7;41;Wesola;2;1;2005;320000;7805;bardzo dobry
2007;7;42;Bielany;2;7;1976;326000;7762;do remontu
2007;7;44;Ursynow;2;5;1998;395000;8837;bardzo dobry
2007;7;47;Mokotow;2;1;1950;445000;9468;dobry
2007;7;48;Srodmiescie;3;10;1975;460000;9463;dobry
2007;7;48;Ochota;2;2;1998;470000;9792;bardzo dobry
2008;9;70;Ursynow;4;3;1982;530000;7571;dobry
2007;7;50;Wilanow;2;8;1976;362000;7240;dobry
2007;7;55;Ursynow;2;2;2000;502000;9094;dobry
2007;7;56;Bialoleka;3;2;2001;400000;7143;dobry
2007;7;58;Ursynow;3;4;1985;491500;8474;dobry
2007;7;58;Wola;3;2;1955;429000;7397;dobry
2007;7;59;Praga Poludnie;3;3;2000;485000;8151;dobry
2007;7;60;Ursynow;2;2;2000;530000;8833;do wykonczenia
2007;7;62;Mokotow;3;3;1947;550000;8871;dobry
2007;7;63;Bialoleka;3;5;1992;440000;6918;dobry
2007;7;65;Mokotow;2;2;1936;650000;9954;bardzo dobry
2007;7;65;Srodmiescie;2;3;1932;495000;7615;dobry
2007;7;67;Ursynow;3;2;2004;660000;9851;dobry
2007;7;77;Wawer;3;1;2002;780000;10130;bardzo dobry
2009;5;70;Ursynow;4;2;1984;480000;6857;do remontu
2007;7;80;Mokotow;3;5;2004;935000;11688;dobry
2007;7;82;Ursynow;3;3;2003;855000;10427;dobry
2007;7;88;Mokotow;3;3;2001;1200000;13636;bardzo dobry
2008;2;63;Ursynow;3;3;1982;464000;7365;dobry
2007;7;98;Mokotow;3;4;2007;1450000;14796;bardzo dobry
2007;7;100;Srodmiescie;3;4;1999;1020000;10200;bardzo dobry
2007;7;101;Ochota;4;3;1994;615000;6089;dobry
2007;7;115;Ochota;5;3;1998;1019000;8861;dobry
2009;8;18;Ochota;1;3;2000;168000;9282;dobry
2009;8;19;Srodmiescie;1;9;1966;209000;11000;dobry
2009;8;24;Mokotow;1;2;1980;221000;9208;dobry
2008;4;85;Ursynow;4;2;1979;600000;7059;dobry
2009;8;28;Mokotow;1;5;1970;372000;13286;bardzo dobry
2009;8;28;Mokotow;1;11;1968;335500;11982;dobry
2009;8;28;Wola;1;3;1965;255000;8866;dobry
2009;8;29;Bemowo;1;3;2002;299000;10205;dobry
2009;8;30;Wola;2;6;1970;245000;8041;dobry
2009;8;32;Targowek;1;2;1998;197000;6156;dobry
2007;6;71;Ochota;2;1;1926;666000;9289;dobry
2009;8;35;Wawer;2;1;1999;250600;7039;dobry
2008;1;41;Praga Polnoc;1;1;1997;320000;7804;dobry
2009;8;36;Bemowo;2;2;1978;245000;6806;dobry
2009;8;36;Bemowo;2;3;1978;310000;8611;dobry
2009;8;38;Bielany;2;3;1972;285000;7500;dobry
2009;8;38;Srodmiescie;1;1;1939;360000;9474;dobry
2009;8;38;Wlochy;2;6;2003;376000;9895;dobry
2009;8;38;Srodmiescie;1;4;1955;363000;9553;do remontu
2009;8;39;Ursynow;2;4;2006;420000;10698;bardzo dobry
2009;8;39;Wola;2;6;1969;305000;7722;dobry
2009;8;44;Ursynow;2;3;2000;420000;9396;dobry
2008;3;41;Praga Polnoc;1;1;1997;320000;7804;dobry
2009;8;45;Bemowo;2;6;1978;325000;7222;dobry
2009;8;46;Praga Poludnie;2;3;2000;300000;6522;dobry
2009;8;47;Mokotow;3;3;1970;345000;7278;do remontu
2008;4;83;Praga Polnoc;3;6;1990;540000;6506;bardzo dobry
2009;8;48;Ursus;3;4;1980;328000;6763;dobry
2008;5;93;Ursus;4;4;2000;799000;8591;bardzo dobry
2009;8;48;Ursus;3;6;1977;310000;6458;dobry
2009;8;48;Bielany;2;3;2000;443000;9229;dobry
2009;8;48;Mokotow;2;1;2007;516000;10750;do wykonczenia
2009;8;48;Bialoleka;2;2;2007;310000;6379;do wykonczenia
2009;8;50;Praga Polnoc;3;3;1956;352000;6970;dobry
2009;8;51;Bielany;2;2;2001;428000;8392;dobry
2009;8;51;Srodmiescie;2;3;1937;540000;10588;dobry
2009;8;51;Bemowo;3;6;1975;350000;6796;dobry
2009;8;51;Praga Poludnie;2;4;2000;430000;8317;dobry
2009;8;53;Mokotow;2;4;2007;535000;10060;dobry
2009;5;70;Ursus;3;4;2005;417000;5957;do wykonczenia
2009;8;58;Ursynow;3;3;1986;444000;7577;dobry
2009;8;62;Mokotow;2;2;1950;759000;12242;bardzo dobry
2009;8;64;Bialoleka;3;9;1992;360000;5625;do remontu
2009;8;64;Mokotow;4;4;1974;487000;7609;bardzo dobry
2009;8;71;Mokotow;3;9;1970;393000;5533;dobry
2009;8;72;Mokotow;3;4;2007;860000;11846;deweloperski
2009;8;74;Ursynow;4;5;1984;490000;6622;dobry
2009;8;80;Bemowo;4;3;1985;579000;7238;dobry
2009;8;80;Bialoleka;3;3;2001;500000;6250;dobry
2009;8;88;Srodmiescie;3;2;2001;880000;10000;bardzo dobry
2009;8;48;Ursus;2;4;2001;420000;8750;dobry
2008;9;20;Zoliborz;1;8;1972;179000;8950;dobry
2008;9;22;Srodmiescie;1;2;1960;337000;15318;dobry
2008;9;22;Ochota;1;3;1965;178000;8091;do remontu
2008;9;22;Wola;1;7;1977;178000;8091;do remontu
2009;8;53;Ursus;3;3;2003;495000;9285;deweloperski
2008;9;23;Zoliborz;1;2;1964;240000;10213;do remontu
2008;9;24;Targowek;1;3;1970;200000;8333;bardzo dobry
2008;9;26;Srodmiescie;1;2;1965;273000;10500;dobry
2008;9;26;Wola;1;5;1970;240000;9231;dobry
2008;9;27;Srodmiescie;1;4;1955;275000;10185;dobry
2008;9;27;Wola;1;1;1960;232500;8611;bardzo dobry
2008;9;30;Srodmiescie;1;3;1955;275000;9167;dobry
2008;9;35;Srodmiescie;2;2;1960;419000;11836;dobry
2008;9;37;Srodmiescie;2;2;1958;402000;10691;dobry
2008;9;37;Ursynow;2;4;1988;363000;9811;dobry
2008;9;40;Wola;2;8;1975;308000;7700;dobry
2008;9;43;Praga Poludnie;2;1;1954;347000;8070;dobry
2008;9;46;Praga Poludnie;2;3;2000;306000;6652;do remontu
2009;8;35;Praga Poludnie;2;4;1963;265000;7571;dobry
2008;9;47;Mokotow;2;1;1974;359000;7638;bardzo dobry
2008;9;47;Srodmiescie;2;10;1970;449000;9553;bardzo dobry
2008;9;48;Zoliborz;3;2;1979;370000;7708;do remontu
2008;9;48;Ochota;2;1;2000;470000;9792;dobry
2008;9;49;Ursynow;2;2;1996;462000;9429;dobry
2008;9;50;Wola;3;5;1973;390000;7800;dobry
2008;5;34;Praga Poludnie;2;5;1964;285000;8382;bardzo dobry
2008;9;52;Ursynow;2;8;1981;363000;6981;dobry
2008;9;53;Praga Poludnie;3;3;1965;360000;6729;dobry
2008;9;53;Mokotow;2;3;1953;450000;8385;dobry
2008;9;55;Targowek;3;10;1977;360000;6545;dobry
2008;9;55;Mokotow;2;6;2007;620000;11273;do wykonczenia
2008;9;55;Praga Poludnie;2;2;1961;455000;8273;bardzo dobry
2008;9;56;Bielany;3;4;2001;550000;9821;dobry
2009;6;47;Praga Poludnie;2;5;1957;405000;8617;do remontu
2008;9;57;Ursus;2;4;2001;525000;9211;bardzo dobry
2008;9;58;Praga Poludnie;2;2;2004;470000;8103;bardzo dobry
2008;9;60;Mokotow;2;6;2006;665000;11083;dobry
2009;5;29;Praga Poludnie;1;6;1970;215000;7413;do remontu
2008;9;63;Ochota;2;1;1950;677000;10712;do remontu
2008;9;64;Ursynow;2;1;2005;700000;10886;bardzo dobry
2008;9;64;Praga Poludnie;3;15;2007;630000;9844;dobry
2009;5;65;Mokotow;3;5;1958;617200;9495;dobry
2008;9;72;Ursynow;3;1;2001;818000;11361;bardzo dobry
2008;9;76;Ursynow;3;3;2002;830000;10921;bardzo dobry
2008;9;81;Srodmiescie;3;2;1946;1030000;12716;bardzo dobry
2008;9;81;Praga Poludnie;2;3;1998;301000;3683;dobry
2008;9;83;Mokotow;3;2;1999;840000;10120;bardzo dobry
2008;9;88;Mokotow;3;8;2007;940000;10600;do wykonczenia
2008;9;105;Bialoleka;5;3;1999;645000;6143;dobry
2008;9;163;Ursynow;4;1;1995;1500000;9202;bardzo dobry
2007;10;17;Ursus;1;2;1965;142000;7933;do remontu
2007;10;31;Srodmiescie;1;5;1950;386000;12078;dobry
2007;10;33;Bemowo;1;2;1981;274000;8303;dobry
2007;10;33;Praga Poludnie;1;5;2007;290000;8788;dobry
2007;11;33;Mokotow;1;3;1968;305000;9242;dobry
2007;10;35;Mokotow;1;1;1936;341000;9743;dobry
2007;10;35;Mokotow;2;8;1963;315000;9000;dobry
2007;10;38;Mokotow;2;9;1975;330000;8505;dobry
2007;10;38;Bielany;1;4;2006;335000;8816;deweloperski
2007;10;40;Srodmiescie;2;1;1950;650000;16250;bardzo dobry
2007;10;40;Bemowo;1;4;2007;340000;8500;deweloperski
